Query,Answer
FARMER ASKED QUERY ON TRICONTANOL BENIFITS ,"TRIACONTANOL 0.1% EW వాటర్ ఫార్ములేషన్‌లో ట్రైకాంటనాల్ 0.1% ఎమల్షన్‌ను కలిగి ఉంటుంది, దాని నీటి ఆధారిత సూత్రం ఇతర PGR కంటే సురక్షితమైన & ఖర్చుతో కూడుకున్న ప్రత్యామ్నాయంగా చేస్తుంది.
ఇది పత్తి, టమోటో, మిరపకాయ, బియ్యం మరియు వేరుశెనగ ముఖ్యంగా గులాబీలతో సహా అన్ని పండ్లు మరియు కూరగాయలకు విస్తృతంగా ఉపయోగించబడుతుంది, దీనిలో ఇది బేసల్ బ్రేక్‌ల సంఖ్యను వేగంగా పెంచుతుంది, పండ్ల పరిమాణాన్ని పెంచుతుంది మరియు పంట దిగుబడిని పెంచుతుంది.
ఇది ద్రావకం లేని నీటి ఆధారిత సూత్రీకరణతో సహజంగా ఉత్పన్నమైన మొక్కల పెరుగుదల నియంత్రకం. ఇది జీరో రెసిడ్యూ ఎఫెక్ట్‌తో నాన్-టాక్సిక్ మరియు ఎకో-ఫ్రెండ్లీ ఫార్ములేషన్ మరియు పంటకు వేచి ఉండే సమయం లేదు
దీని వాటర్ బేస్ ఫార్ములేషన్ సురక్షితమైనది మరియు విషపూరితం కానిది కాబట్టి ఇంటి తోట & నర్సరీ & వ్యవసాయ స్ప్రే ప్రయోజనాల కోసం ఉపయోగించడం సులభం చేస్తుంది.
మోతాదు: ఆకులు మరియు మట్టికి అనుకూలంగా ఉంటుంది.
అప్లికేషన్ మోతాదు: కాత్యాయని ట్రైకాంటనాల్ 0.1 % EW గృహ అవసరాల కోసం 200 లీటర్ల నీటిలో 150-200 ml వాడాలి: లీటరు నీటికి 1-1.5 ml."
FARMER ASKED QUERY ABOUT POWDERY MILDEW MANAGEMENT IN BRINJAL?,"RECOMMENDED TO SPRAY HEXACONAZOLE (CONTAF) 400 ML /200 LITRES OF WATER / ACRE  
హెక్సాకొనజోల్ (కాంటాఫ్) 400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
Farmer asked query on Weather,"DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది.జల్లులు పడే అవకాశం లేదు
"
farmer asked query on ceasemite insecticide dosage ?,- indofil ceasemite (Propargite 42% + Hexythiazox 2% EC)- dosage-Water (Litre)- 400 - 500 ml/ 200 liters of water.
farmer asked query on varieties of bajra?,"పి.హెచ్.బి-3,హచ్.హెచ్.బి-67,ఐ.సి.ఎమ్.హెచ్-356,ఐ.సి.టి.పి-8203"
farmer asked query on what are the intercrops in castor?,"-అంతర పంటలు
ఆముదం + కంది ( 1 : 1 ), ఆముదం + బొబ్బర్లు ( 1 : 2 ), ఆముదం + పెసర/మినుములు ( 1 : 2 ), ఆముదం + వేరుశనగ ( 1 : 5 ), ఆముదం + గోకర( 1 : 1 ), ఆముదం + ఉలవలు( 1 : 8 ).

"
FARMER ASKED QUERY ABOUT BLACK FLY MANAGEMENT IN MOSAMBI?,"RECOMMENDED TO SPRAY THIAMETHOXAM (ACTARA/CRULSER) 40 GRAMS /200 LITRES OF WATER / ACRE   
థయోమిథాక్జొమ్ 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి."
FARMER ASKED QUERY ON CONTACT NUMBER OF KVK DARSHI ,"KVK, DARSHI CONTACT NUMBER : 9989623807,08407-254768"
FARMER ASKED QUERY ON NUTRIENT MANAGMENET IN BHENDI ,"RECOMMENDED TO SPRAY POTASSIUM NITRATE 13-0-45  5 GRAMS/1 LITER OF WATER (1KG/ACRE/200 LT OF WATER)
పొటాషియం  నైట్రేట్  13-0-45  5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి (కేజీ/ఎకరానికి)  
"
FARMER ASKED QUERY ABOUT WHITEFLY MANAGEMENT IN COTTON?,"RECOMMENDED TO SPRAY  ACETAMIPRID + FIPRONIL(TIPHON) 400 ML / 200 LITRES OF WATER /ACRE 
 అసిటామిప్రైడ్  +ఫిప్రోనిల్ 400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME BENIFICIARY STATUS
","DUE TO TECHNICAL ISSUE WE ARE UNABLE TO CHECK NOW PLEASE CALL AFTER SOME TIME
"
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME
","Please enter valid otp
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
"
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME
","--PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER 
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
"
FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME,"PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER 
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
"
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME
","Please enter valid otp
SUGGESTED TO WAIT"
FARMER ASKED QUERY ABOUT PM KISAN SAMMAN NIDHI YOJANA  STATUS ,"--Reason of ineligiblity :Land Owner After 01-02-2019
RECOMMENDED TO CONTACT MANDAL AGRICULTURAL OFFICER FOR FURTHER DETAILS."
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME?
","PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
Land Seeding :  No
Not a Land Owner"
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME 
","దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
"
kisan credit card ?,RECOMMENDED TO CONTACT BANK MANAGER 
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME?
","RECOMMENDED TO CALL AFTER SOME TIME DUE TO SITE PROBLEM
దయచేసి కొంచెం సమయం తరువాత తిరిగి మరల కాల్ చేయండి.
"
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME

","--PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER 
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి"
FARMER ASKED QUERY ON PMKISAN BENEFICIARY STATUS ,https://pmkisan.gov.in/BeneficiaryStatus_New.aspx
FARMER ASKED QUERY ON UNABLE TO GET PMKISAN INSTALLMENTS ,"RECOMMENDED TO CONTACT YOUR AGRICULTURAL OFFICER 
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
"
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME
","PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER 
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
"
FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME BENIFICIARY STATUS,https://pmkisan.gov.in/BeneficiaryStatus_New.aspx
FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN TOMATO,"RECOMMENDED TO APPLY CALCIUM NITRATE(CN)(16-0-0)- 1KG /ACRE/200LIT OF WATER
AND
RECOMMENDED TO SPRAY BORAX 3 GRAMS /1 LITR OF WATER  (600 GRAMS /ACRE/200 LITER WATER ) బోరాక్స్ 3 గ్రాములు / 1 లీటరు నీటిని పిచికారీ చేయడానికి సిఫార్సు చేయబడింది."
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME INSTALMENT RELATED ISSUE
","దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
"
farmer asked query on nutrient management in orange,"-పొటాషియం  నైట్రేట్  13-0-45  5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి 
-బోరాక్స్ 3 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి"
Farmer asked query on Weather, మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం  లేదు.
FARMER ASKED QUERY ON DISEASE MANAGEMENT IN JACKFRUIT,RECOMMENDED TO SPRAY COPPER OXY CHLORIDE  (BLITOX) 3 GM /1 LITRES OF WATER 
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME?
","Land Ownership does not stand in his/her name.
PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER 
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
"
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME?
","PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER 
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
"
farmer asked query on compatibility test between FORMULA-4  and ACEPHATE  ? ,Recommended to go for individual spraying .
FARMER ASKED QUERY ON LEAF MINER MANAGEMENT IN ivy gourd,"RECOMMENDED TO SPRAY DIMETHOATE  (ROGORE) 400ML /200 LITRES OF WATER /ACRE 
 డైమిథోయేట్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
or
RECOMMENDED TO SPRAY Tolfenpyrad 15% EC (PI-KEEFUN) 400 ML/200 LITRES OF WATER / ACRE    
టోల్ ఫెన్ ఫైరాడ్  400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .
"
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME?
","Untraceable Beneficiary
PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER 
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
"
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME?
","Untraceable Beneficiary
PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER 
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
OR
RECOMMENDED TO CALL  - 8331056507"
FARMER ASKED QUERY ON CATERPILLAR MANAGEMENT IN CASHEWNUT,-RECOMMENDED TO SPRAY CHLORPYRIFOS  (CORABAN/PREDATOR) 2.5 ML/1 LITRES OF WATER క్లోరోఫైరిఫాస్ (కోరబాన్) 2.5 మిల్లి లీటర్లు  / 1 లీటర్ల నీటికి చొప్పున కలిపి  పిచికారి చేయాలి 
FARMER ASKED ABOUT MARKET PRICE OF GREEN GRAM AND BLACK GRAM,"Min Price	Modal Price	Max Price
ANDHRA PRADESH	KURNOOL	URAD (BLACK GRAM)	3,500	9,009	9,039	
TELANGANA	WARANGAL	GREEN GRAM	7,422	8,334	8,334"
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME?
","RECOMMENDED TO WAIT MONEY CREDIT SOON - YOUR STATUS IS CORRECT
OR
CONTACT - 83331056668"
Farmer asked query about water management in sesamum?,పుష్పించే దశలో నీటిపారుదల చేయకూడదని సిఫార్సు చేయబడింది
Farmer asked query about nutrient management in Mosambi?,5 గ్రా. జింక్ సల్ఫెట్ లీటరు నీటికి కలిపి 10 రోజుల వ్యవధిలో రెండు సార్లు పిచికారి చేయాలి.
Farmer asked query about disease management in jack fruit?,"RECOMMENDED TO SPRAY CARBENDAZIM (BAVISTIN) 1 GRAM/  1 LITRES OF WATER /ACRE   
కార్బెండజిమ్ (బావిస్టన్)  1 గ్రాము   / 1 లీటర్నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
FARMER ASED QUERY ABOUT PM LISAN SCHEME?,మండల వ్యవసాయ అధికారిని సంప్రదించమని సిఫార్సు చేయబడింది
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME
","AP141370639 - TALAPANTI SURYA RAO
AP141987234 - TALAPANTI SUBBA LAKSHMI
Reason of ineligiblity : Untraceable Beneficiary
Date of Ineligibility (DD/MM/YYYY) : 16/06/2022
please do return call / please consult technical officer : N.PRASHANTHI - 8331056668"
FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME,"AP141370639 - TALAPANTI SURYA RAO
AP141987234 - TALAPANTI SUBBA LAKSHMI
Reason of ineligiblity : Untraceable Beneficiary
Date of Ineligibility (DD/MM/YYYY) : 16/06/2022
please consult technical officer : N.PRASHANTHI - 8331056668"
PM KISAN STATUS?,RECOMMENDED TO CONTACT MEE-SEVA CENTRE
"FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN CUSTARD APPLE
","RECOMMENDED TO SPRAY POTASSIUM NITRATE 13-0-45 @ 5 GRAMS/1 LITER OF WATER(1KG/ACRE)
పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి 
 RECOMMENDED TO SPRAY BORAX 3 GRAMS /1 LITR OF WATER  (600 GRAMS /ACRE/200 LITER WATER ) బోరాక్స్ 3 గ్రాములు / 1 లీటరు నీటిని పిచికారీ చేయడానికి సిఫార్సు చేయబడింది.
"
FARMER ASKED QUERY ABOUT PM KISAN SAMMAN NIDHI YOJANA STATUS ,	RECOMMENDED TO CONTACT--N.PRASHANTHI--8331056668 FOR FURTHER DETAILS.
FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME?,"CALL TRANSFERRED, WE ARE NOT ABLE TO HEAR FARMER VOICE DUE TO TECHNICAL ISSUE IN SYSTEM"
FARMER ASKED QUERY ON WEATHER ,"DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది.వర్షం పడే అవకాశం లేదు"
FARMER ASKED QUERY ABOUT STEM BORER MANAGEMENT IN PADDY.,RECOMMENDED TO SPRAY SYGENTA  SIMODIS (9.2% w/w DC Isocycloseram + 10% w/v DC Isocycloseram) @ 80-120 ML PER ACRE 
FARMER ASKED QUERY ABOUT SPRAYING OF AMAZE HEBICIDE IN BLACKGRAM?,"TECHNICAL NAME: IMAZETHAPYR 10  SL
 TARGET WEEDS - GRASSY AND BROAD LEAVES WEEDS"
